1325951188521586689,"@elenalandau boulos está estagnado, quem subiu foi bruno covas. na pesquisa anterior boulos também estagnou e quem oscilou para cima foi marcio frança.",negative,"@elenalandau boulos is stagnant, who went up was bruno covas. in previous research, boulos also stagnated and the one who swung up was marcio france."
1325951052496187394,"@felipegatti11 para um estado que tem russomano, covas e márcio frança... se tá ruim pra nós, imagina pra vc",negative,"@ felipegatti11 for a state that has Russomano, pits and marcio france ... if it's bad for us, imagine it for you"
1325951038764048384,@torturra pra votar no marcio frança deixa o covas lá. economiza com transição pra mudar nada.,neutral,@torturra to vote for marcio france leave the caves there. saves with transition to change anything.
1325950830013505536,"@bcpolitica não, minha mãe está nos grupos do bruno covas e eles estão dizendo para votar no boulos para evitar márcio frança no 2º turno",negative,"@bcpolitica no, my mom is in the bruno covas groups and they are saying to vote for boulos to avoid marcio france in the 2nd round"
1325950363707580421,"pensei uma piada tão ruim com ciro, paris e marcio frança que vou deixar vocês com esses elementos na imaginação.",negative,"i thought such a bad joke with ciro, paris and marcio france that i will leave you with these elements in your imagination."
1325950263316926466,estou adorando ver tanto pdtista se desmoralizar pra defender a campanha do márcio frança é muita vergonha pública !!,positive,I am loving to see so much pdtista demoralize to defend the campaign of marcio france is very public shame !!
1325949970957160451,"@gduvivier caralho, para de comer cocô. a ideia é justamente ter espectros políticos diferentes. ou você diz que o márcio frança está no campo político idêntico ao de antônio neto (sindicalista e trabalhista), ou admita que estão em espectros diferentes e se complementam.",positive,"@gduvivier damn, stop eating poop. the idea is precisely to have different political spectra. either you say that marcio france is in the political field identical to that of antónio neto (unionist and labor), or admit that they are in different spectra and complement each other."
1325949959171158016,"márcio frança, candidato a prefeitura de sp pelo psb - jornal da gazeta ... via @youtube",neutral,"márcio france, candidate for mayor of sp on psb - Jornal da Gazeta ... via @youtube"
1325949842900840448,@alexandrinismos pior que eu acabei de ver uma propaganda do márcio frança falando que quer fazer a mesma coisa que o boulos,negative,@alexandrinismos worse than I just saw an advertisement by marcio france saying he wants to do the same thing as boulos
1325949805798060035,"@ronaldoborin @joelpinheiro85 leia as propostas do covas e vc vai ver pq eu chamo ele de esquerdista, as propostas dele são parecidíssimas se n identicas as do marcio frança, sem contar q covas é social democrata, q de direita n tem nd",positive,"@ronaldoborin @ joelpinheiro85 read the covas' proposals and you will see why i call him a leftist, his proposals are very similar if they don't match those of marcio france, not to mention that caves are social democrats, q on the right have no na"
1325949716769742849,@lucasmourao_ 28 a 30 de outubro; bruno covas (psdb) - 57% márcio frança (psb) - 43% 07 a 9 de novembro; bruno covas (psdb) - 61% márcio frança (psb) - 39%,neutral,@lucasmourao_ 28 to 30 October; bruno covas (psdb) - 57% márcio france (psb) - 43% 7 to 9 of november; bruno covas (psdb) - 61% márcio france (psb) - 39%
1325949487467126785,@andregalvaofer a esperança se chama márcio frança.,neutral,@andregalvaofer hope is called marcio france.
1325949405439152128,"@patriota_wender @jornalextra mermao, vai da @arthurmoledoval vs boulos no 2 turno. fica vendo, o cara tem muito mais engajamento q geral e msm colocam tatto e marcio frança na frente dele... essas pesquisas sao ridiculas de mentirosas, boulos de 8% foi pra 25% e o arthur de 3% foi pra 6%? até parece kkk",positive,"@patriota_wender @jornalextra mermao, go from @arthurmoledoval vs boulos in the 2nd round. keep seeing, the guy has a lot more engagement q general and msm put tatto and marcio france in front of him ... these surveys are ridiculous of liars, boulos of 8% went to 25% and arthur of 3% went to 6%? it looks like kkk"
1325949396681371655,"@somoslivressim essa pesquisa é fake, acredite, ele não chega no 2° nem se o saci cruzar as pernas, mais fácil chegarem márcio frança e russomano, estes instituto de pesquisa só servem para tentar manipular o povo com a vontade deles próprios.",positive,"@somoslivressim this research is fake, believe me, it doesn’t reach the 2nd or even if the saci crosses their legs, it’s easier for marcio france and Russomano to arrive, these research institutes only serve to try to manipulate the people with their own will."
1325949308479414284,"@bcpolitica nesse momento de pandemia e de uma grande crise econômica q se avizinha temos q escolher gestores com experiência que saibam o q fazer nesses momentos difíceis. chega de estagiários e incompetentes. se vc é de sp considere votar 4️⃣0️⃣, márcio frança.",positive,"@bcpolitica in this moment of pandemic and of a great economic crisis that lies ahead we have to choose managers with experience who know what to do in these difficult moments. enough of interns and incompetents. if you are from sp consider voting 4️⃣0️⃣, marcio france."
1325949297666482179,@zehdeabreu ou foi só o augusto nunes apoiar márcio frança em horário eleitoral que ... tô vendo que -vou estar tendo de- deixar de seguir uma pessoinha de novo...,positive,@zehdeabreu or was it just augusto nunes supporting márcio france at election time that ... i can see that - i'm going to have to- stop following a little person again ...
1325949236001824768,@cartacapital marcio frança é o mais preparado e a melhor opçao.,positive,@cartacapital marcio france is the most prepared and the best option.
1325949173770936323,@snowdosertao falando em irresponsabilidade,neutral,@snowdosertao talking about irresponsibility
1325949034721402882,"@arthurmoledoval nesse momento de pandemia e de uma grande crise econômica q se avizinha temos q escolher gestores com experiência que saibam o q fazer nesses momentos difíceis. chega de estagiários e incompetentes. se vc é de sp considere votar 4️⃣0️⃣, márcio frança.",negative,"@arthurmoledoval at this time of pandemic and a major economic crisis q is approaching we have to choose managers with experience who know what to do in these difficult times. enough of interns and incompetents. if you are from sp consider voting 4️⃣0️⃣, marcio france."
1325949012818731008,@haddaddebochado simples o pessoal do pt foi pra ele. de tão ruim que o candidato do pt é. mas se a esquerda quer ganhar mesmo precisava levar o márcio franca,positive,@haddaddebochado simple the pt staff went to him. so bad that the pt candidate is. but if the left wants to win it really needed to take frank marcio
1325948999279529985,"@emersonanomia @guilhermeboulos nesse momento de pandemia e de uma grande crise econômica q se avizinha temos q escolher gestores com experiência que saibam o q fazer nesses momentos difíceis. chega de estagiários e incompetentes. se vc é de sp considere votar 4️⃣0️⃣, márcio frança.",positive,"@emersonanomia @guilhermeboulos at this time of pandemic and of a great economic crisis that lies ahead we have to choose managers with experience who know what to do in these difficult times. enough of interns and incompetents. if you are from sp consider voting 4️⃣0️⃣, marcio france."
1325948951045017601,"martha rocha e crivella segundo a pesquisa de hoje estão empatados dentro da margem de erro. márcio frança, boulos e russomano também. vai ser tudo decidido essa semana pessoal! vamos por a cara desses candidatos em tudo quanto é canto! #martharochanosegundoturno",neutral,"martha rocha and crivella according to today's research are tied within the margin of error. marcio france, boulos and Russomano too. everything will be decided this week guys! let's face these candidates in every corner! #martharochanosegundoturno"
1325948937572847618,"@guilhermeboulos pelo menos a perspectiva é de que quem votou no russomanno, márcio frança e mamãe falei nunca votaria no boulos num segundo turno. então, a grande chance é mesmo do covas.. não que seja bom, mas boulos seria ainda pior",negative,"@guilhermeboulos at least the perspective is that whoever voted for russomanno, marcio france and mommy said i would never vote for boulos in a second round. so, the big chance is really from the caves .. not that it's good, but boulos would be even worse"
1325948906094661638,"@paulomathias nesse momento de pandemia e de uma grande crise econômica q se avizinha temos q escolher gestores com experiência que saibam o q fazer nesses momentos difíceis. chega de estagiários e incompetentes. se vc é de sp considere votar 4️⃣0️⃣, márcio frança.",negative,"@paulomathias at this time of pandemic and a major economic crisis q is approaching we have to choose managers with experience who know what to do in these difficult times. enough of interns and incompetents. if you are from sp consider voting 4️⃣0️⃣, marcio france."
