1325951261250887682,"pesquisas dão 1º lugar para o bruno das covas em sp. depois de todo o circo que vimos em 2018 com o bolsonaro, a pergunta que a gente deve se fazer mesmo quando candidatos que apoiamos apresentam vantagem é: quem ainda acredita cegamente em pesquisas eleitorais?",negative,"research gives 1st place for bruno das covas in sp. after all the circus we saw in 2018 with the bolsonaro, the question we should ask ourselves even when candidates we support have an advantage is: who still blindly believes in electoral polls?"
1325951254565154816,"@phodux @elenalandau com base em q vc diz isso, se boulos nunca foi prefeito? já o covas sim",neutral,"@phodux @elenalandau based on what you say, if boulos was never a mayor? already the pits yes"
1325951250899365894,"vote nos candidatos conservadores, vamos virar esse jogo. não votem em covas, os ""fique em casa"". o único candidato capaz de desacelerar a sanha tucana na cidade de são paulo é celso russomano!",positive,"vote for conservative candidates, let's turn this around. do not vote for graves, ""stay at home"". the only candidate capable of slowing down the tanha in the city of são paulo is celso Russomano!"
1325951249225822211,"boulos assume 2° lugar e caminha firme para o segundo turno. parabéns, @guilhermeboulos ibope em são paulo: bruno covas amplia vantagem e lidera pesquisa com 32% via @uolnoticias @uol",negative,"boulos takes 2nd place and moves steadily to the second round. congratulations, @guilhermeboulos ibope in são paulo: bruno covas expands advantage and leads research with 32% via @uolnoticias @uol"
1325951246805708800,"eu acho que pro boulos é importante ir pro segundo turno e perder. falo sério. a situação com covas vai continuar o descontentamento da galera e dá pra entrar com mais rigor como oposição. no mais, essa candidatura dele pode trazer uma câmara com mais representantes de esquerda.",positive,"i think for boulos it is important to go to the second round and lose. I'm serious. the pitted situation will continue the crowd's discontent and we can enter with more rigor as an opposition. in addition, his candidacy may bring a chamber with more representatives of the left."
1325951233543335948,"@wanmarcal a maioria nem liga um a outro. os votos do pt estavam todos com o russomano. alguns migraram pro covas,frança e outros pro tatto. quase nada pro boulos.",positive,"@wanmarcal most don't even care about each other. the votes of the pt were all with the Russoman. some migrated to covas, france and others to tatto. almost nothing for boulos."
1325951226996002816,"@elenalandau covas esta mais perto de ganhar no primeiro turno que o boulos no segundo turno. russomano derrete e esta passando os votos pro covas , paulistano é pragmático, melhor resolver logo o que vai ser resolvido",positive,"@elenalandau covas is closer to winning in the first round than boulos in the second round. russanoman melts and is passing the votes to the caves, paulistano is pragmatic, better to solve soon what will be solved"
1325951212563423232,@elenalandau erundina é querida em são paulo. a chapa é curiosa: a velha guarda ao lado da jovem. mas covas leva.,positive,@elenalandau erundina is dear in são paulo. the plate is curious: the old guard beside the young woman. but pits takes.
1325951200781545472,"ou - o que suponho mais provável, dado o histórico tucano de esconder informações às vésperas de eleições - o governo dória sumiu com os dados para tentar reeleger covas no primeiro turno? se é isso, é bom irmos nos preparando para lockdown em breve, talvez já na semana que vem.",positive,"or - what I suppose most likely, given the historic toucan of hiding information on the eve of elections - did the Dorian government disappear with the data to try to reelect graves in the first round? if so, it’s good to get ready for the lockdown soon, maybe next week."
1325951188521586689,"@elenalandau boulos está estagnado, quem subiu foi bruno covas. na pesquisa anterior boulos também estagnou e quem oscilou para cima foi marcio frança.",negative,"@elenalandau boulos is stagnant, who went up was bruno covas. in previous research, boulos also stagnated and the one who swung up was marcio france."
1325951129700737024,"são paulo vai dar um jeito de eleger bruno covas, é isso mesmo?",positive,"São Paulo will find a way to elect Bruno Covas, is that right?"
1325951113749798912,@nadanovonofront também ficou preocupado com a possibilidade de o covas levar no primeiro turno?,positive,@nadanovonofront were you also worried about the possibility of the caves taking in the first round?
1325951108766859264,acorda sp!! urnas eletrônicas e pesquisas falsas: a combinação que pode levar covas a uma,negative,wake up sp !! electronic polls and fake searches: the combination that can lead to pits in a
1325951076340731905,"@rudaricci o russomanno está perdendo pontos, mas quem está ganhando esses pontos é o covas, estou desconfiado que nem terá segundo turno, o tucano leva no primeiro.",positive,"@rudaricci the Russomanno is losing points, but whoever is earning those points is the caves, I am suspicious that there will not even be a second round, the toucan takes the first."
1325951065494327297,"@elenalandau já eu acho q vai dar covas talvez no primeiro turno, qdo russomano terminar de derreter",positive,"@elenalandau I think I will dig pits maybe in the first round, when the Russoman finishes melting"
1325951052496187394,"@felipegatti11 para um estado que tem russomano, covas e márcio frança... se tá ruim pra nós, imagina pra vc",negative,"@ felipegatti11 for a state that has Russomano, pits and marcio france ... if it's bad for us, imagine it for you"
1325951042568269827,@realthalesbecke tem uma grande chance do covas levar em 1 turno,positive,@realthalesbecke has a great chance of the caves taking in 1 turn
1325951038764048384,@torturra pra votar no marcio frança deixa o covas lá. economiza com transição pra mudar nada.,neutral,@torturra to vote for marcio france leave the caves there. saves with transition to change anything.
1325950955502903296,eleições em sp: 1° covas - 32% 2º boulos - 13% 3º russomano - 12% 4º frança - 10%,neutral,elections in sp: 1st covas - 32% 2nd boulos - 13% 3rd Russomano - 12% 4th france - 10%
1325950907671072769,"@beruta não me conformo dos paulistanos elegerem covas, com suas suspeitíssimas licitações bilionárias, e sua mania de perseguição ao samu (!!!) * licitação de ônibus por 20 anos valor 70 bilhões de reais * 32 lotes, dos quais 31 tiveram uma única proposta (tem outras coisas também)",negative,"@beruta I am not satisfied with the paulistanos electing caves, with their suspicious billionaire tenders, and their mania of persecuting samu (!!!) * bus bid for 20 years worth 70 billion reais * 32 lots, of which 31 had a single proposal (there are other things too)"
1325950887538339840,"o fandom vai vir pra cima, mas vamos lá: não foi o boulos que subiu (está com o mesmo número da última pesquisa). foi o russomano que derreteu. é o covas quem está herdando os votos dele. por enquanto, os 6% do tatto estão comprometendo a candidatura do psol.",neutral,"the fandom will come up, but come on: it wasn't the boulos that went up (it has the same number as the last poll). it was the Russoman who melted. it is the caves that are inheriting his votes. for now, the 6% of tattoos are compromising psol's candidacy."
1325950880970117124,"@elenalandau fica tranquila, a mobilização é pra tirar o candidato do bozo do segundo turno. boulos vai usar seu tempo eleitoral pra bater bastante no palhaço, covas ganha fácil no segundo turno.",positive,"@elenalandau is calm, the mobilization is to get the candidate out of the second round. boulos will use his electoral time to hit the clown a lot, pits win easily in the second round."
1325950855842041856,"@elenalandau por outro lado, candidatos do psol em eleições majoritárias têm, tradicionalmente, uma rejeição muito grande por serem vistos como radicais e dificuldades de crescer entre os mais pobres. tudo somado, ainda vejo covas favorito, apesar de achar que com russomano seria mais fácil.",positive,"@elenalandau, on the other hand, psol candidates in majority elections have traditionally been very rejected because they are seen as radical and difficult to grow among the poorest. all in all, i still see favorite pits, although i think that with Russomano would be easier."
1325950835650605056,"se os paulistas escolherem covas ou boulos é sinal de burrice, e eles vao ter o merecido...",negative,"if paulistas choose caves or boulos it is a sign of stupidity, and they will have earned it ..."
1325950830013505536,"@bcpolitica não, minha mãe está nos grupos do bruno covas e eles estão dizendo para votar no boulos para evitar márcio frança no 2º turno",negative,"@bcpolitica no, my mom is in the bruno covas groups and they are saying to vote for boulos to avoid marcio france in the 2nd round"
1325950828763623424,quem acredita nas pesquisas do ibope e,neutral,who believes in ibope research and
